구분,gid,geometry,공동주택,상업,산업,공원,녹지,단독주택,도로,하천,기타,거주인구,유동인구,dist_to_hotspot_km,사업체당종사자수,지가경쟁력,녹지면적,탄소흡수량,탄소배출량(수송),ALL_AADT,PSCR_AADT,BUS_AADT,FGCR_AADT,혼잡빈도강도,혼잡시간강도,평균속도,가중혼잡도,탄소배출량(통합)
동탄신도시,다사599119,"POLYGON ((127.04810191956149 37.20504793370874, 127.04809654505836 37.20594931725529, 127.04922345448601 37.20595361090695, 127.0492288155879 37.20505222722103, 127.04810191956149 37.20504793370874))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.655921878304701,1.085180124569713,0.0,0.251135,8943.43524842045,22.314728644345223,0.0,,,,,,,,,0.0
동탄신도시,다사599120,"POLYGON ((127.04809654505836 37.20594931725529, 127.048091170316 37.20685070066367, 127.04921809314554 37.20685499445472, 127.04922345448601 37.20595361090695, 127.04809654505836 37.20594931725529))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148191907970399,1.0495896550496544,0.0,0.320358,9977.773848609602,28.262767910471013,0.0,,,,,,,,,0.0
동탄신도시,다사599121,"POLYGON ((127.048091170316 37.20685070066367, 127.04808579533442 37.2077520839339, 127.0492127315664 37.20775637786434, 127.04921809314554 37.20685499445472, 127.048091170316 37.20685070066367))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.296740927960714,1.0225831130435998,0.0,0.320358,8435.691754989846,29.0092199927981,0.0,,,,,,,,,0.0
동탄신도시,다사599122,"POLYGON ((127.04808579533442 37.2077520839339, 127.04808042011362 37.208653467065965, 127.04920736974864 37.20865776113579, 127.0492127315664 37.20775637786434, 127.04808579533442 37.2077520839339))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.293541352156271,1.0048528449668253,0.0,0.0,6928.062708217856,23.893586358841507,0.0,,,,,,,,,0.0
동탄신도시,다사599123,"POLYGON ((127.04808042011362 37.208653467065965, 127.04807504465354 37.209554850059874, 127.04920200769224 37.2095591442691, 127.04920736974864 37.20865776113579, 127.04808042011362 37.208653467065965))",0.08896969781421106,0.0,0.0,0.655230959842788,0.0,0.0,0.255799342343001,0.0,0.0,6.230481447578482,7.872230277221002,0.9968939235668894,1.33500106673234,0.943359,760.4237058289503,2.623351953705761,16.61624533710959,6660.399,5454.216,379.293,826.891,63.377,84.092,20.546,2.775,0.0
동탄신도시,다사599124,"POLYGON ((127.04807504465354 37.209554850059874, 127.04806966895421 37.21045623291561, 127.04919664539717 37.210460527264225, 127.04920200769224 37.2095591442691, 127.04807504465354 37.209554850059874))",0.9897262783018881,0.0,0.0,0.0,0.0,0.0,0.01027372169811193,0.0,0.0,0.0,8.641064323613097,0.9989399318904296,0.0,0.741643,0.0,0.0,72.16632542925115,,,,,,,,,0.0
동탄신도시,다사600109,"POLYGON ((127.04928241348519 37.19603838276336, 127.04927705476885 37.19693976783079, 127.05040383044921 37.19694404937249, 127.05040917577023 37.19604266416607, 127.04928241348519 37.19603838276336))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.166597965350501,1.6878595157283347,0.0,0.442271,0.0,0.0,24.70214615309941,,,,,,,,,0.0
동탄신도시,다사600110,"POLYGON ((127.04927705476885 37.19693976783079, 127.04927169581403 37.197841152760084, 127.0503984848903 37.19784543444079, 127.05040383044921 37.19694404937249, 127.04927705476885 37.19693976783079))",0.0,0.0,0.0,0.0,0.0,0.48203793564194886,0.23269391149741772,0.0,0.2852681528606334,5.739792912179234,8.62015944311025,1.603976271790871,1.3862943611198906,0.0,0.0,0.0,1.432976625263168,,,,,,,,,17.57
동탄신도시,다사600111,"POLYGON ((127.04927169581403 37.197841152760084, 127.04926633662068 37.198742537551226, 127.05039313909349 37.19874681937094, 127.0503984848903 37.19784543444079, 127.04927169581403 37.197841152760084))",0.0,0.0,0.0,0.0,0.0,0.7436849429387417,0.25631505706125834,0.0,0.0,5.703782474656201,8.957290295471811,1.5220464039950612,0.9162907318741551,1.33938,0.0,0.0,0.519880616066062,,,,,,,,,2568.79
동탄신도시,다사600118,"POLYGON ((127.04923417645118 37.204150843396945, 127.0492288155879 37.20505222722103, 127.05035571185292 37.20505651001387, 127.0503610593155 37.20415512605076, 127.04923417645118 37.204150843396945))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557973751157117,1.0412730664492833,0.0,0.248053,9698.791217405605,30.213284338709464,0.0,,,,,,,,,0.0
동탄신도시,다사600119,"POLYGON ((127.0492288155879 37.20505222722103, 127.04922345448601 37.20595361090695, 127.05035036415231 37.20595789383883, 127.05035571185292 37.20505651001387, 127.0492288155879 37.20505222722103))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.037731519757957,0.9941111069193118,0.0,0.210861,8749.459624574294,30.12358234271753,0.0,,,,,,,,,0.0
동탄신도시,다사600120,"POLYGON ((127.04922345448601 37.20595361090695, 127.04921809314554 37.20685499445472, 127.05034501621368 37.20685927752564, 127.05035036415231 37.20595789383883, 127.04922345448601 37.20595361090695))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3122609864868116,0.9551331984060197,0.0,0.252709,10007.615959015924,33.624116179842275,0.0,,,,,,,,,0.0
동탄신도시,다사600121,"POLYGON ((127.04921809314554 37.20685499445472, 127.0492127315664 37.20775637786434, 127.05033966803704 37.207760661074296, 127.05034501621368 37.20685927752564, 127.04921809314554 37.20685499445472))",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.830571813111462,0.925374086688646,0.0,0.266658,10007.615958060069,34.50337770506225,0.0,,,,,,,,,0.0
동탄신도시,다사600122,"POLYGON ((127.0492127315664 37.20775637786434, 127.04920736974864 37.20865776113579, 127.05033431962235 37.20866204448479, 127.05033966803704 37.207760661074296, 127.0492127315664 37.20775637786434))",0.0,0.0,0.0,0.7874032064119686,0.0,0.0,0.0,0.0,0.21259679358803152,0.0,7.662608848978061,0.9057429070941435,0.0,0.0,6887.757229772469,23.646407070134973,0.0,,,,,,,,,41.66
